#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Ainotes


#Text=On obično igra na poziciji levog krila ili levog beka.
179-7	3076-3083	kamatne	A	ADJ	_	_	kamatni	2[826]	kamatna stopa[826]	NID[826]	LLM-0087[3527]	1[3527]	LLM-0087[3527]	Kamatna stopa u ekonomskom kontekstu se odnosi na cenu korišćenja pozajmljenog novca, što je definicija značenja LLM-0087.[3527]	
179-8	3084-3089	stope	N	NOUN	_	_	stopa	2[826]	kamatna stopa[826]	NID[826]	LLM-0087[3527]	1[3527]	LLM-0087[3527]	Kamatna stopa u ekonomskom kontekstu se odnosi na cenu korišćenja pozajmljenog novca, što je definicija značenja LLM-0087.[3527]	
179-9	3089-3090	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
179-10	3091-3098	devizni	A	ADJ	_	_	devizni	3[827]	devizni kurs[827]	NID[827]	LLM-0029[3528]	1[3528]	LLM-0029[3528]	Definicija 'cena jedne valute izražena u drugoj valuti' se direktno odnosi na značenje deviznog kursa u ekonomskom kontekstu.[3528]	
179-11	3099-3103	kurs	N	NOUN	_	_	kurs	3[827]	devizni kurs[827]	NID[827]	LLM-0029[3528]	1[3528]	LLM-0029[3528]	Definicija 'cena jedne valute izražena u drugoj valuti' se direktno odnosi na značenje deviznog kursa u ekonomskom kontekstu.[3528]	
179-12	3103-3104	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
179-13	3105-3110	stopu	N	NOUN	_	_	stopa	4[828]	stopa inflacije[828]	NID[828]	LLM-0249[3529]	1[3529]	LLM-0249[3529]	Definicija 'stope inflacije' kao procentualne promene opšteg nivoa cena direktno odgovara upotrebi termina u kontekstu ekonomskih faktora.[3529]	
179-14	3111-3120	inflacije	N	NOUN	_	_	inflacija	4[828]	stopa inflacije[828]	NID[828]	LLM-0249[3529]	1[3529]	LLM-0249[3529]	Definicija 'stope inflacije' kao procentualne promene opšteg nivoa cena direktno odgovara upotrebi termina u kontekstu ekonomskih faktora.[3529]	
179-15	3120-3121	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Kada je nadležnom organu potrebna informacija od nekog od partnera u inostranstvu, on može da pošalje zahtev za informaciju.
180-1	3121-3125	Kada	CONJ	SCONJ	_	_	kada	_	_	_	_	_	_	_	
180-2	3126-3128	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
180-3	3129-3138	nadležnom	A	ADJ	_	_	nadležan	_	_	_	ENG30-00809201-a	1	ENG30-00809201-a	U ovom kontekstu, 'nadležan organ' se odnosi na organ koji ima kontrolu ili ovlašćenje da postupa u određenoj situaciji, što odgovara značenju 'u kontroli'.	
180-4	3139-3145	organu	N	NOUN	_	_	organ	_	_	_	ENG30-08349350-n	2	ENG30-05297523-n;ENG30-08349350-n	U kontekstu rečenice, 'organ' se odnosi na vladin biro ili instituciju koja je zadužena za određene funkcije, što odgovara značenju 'Vladin biro posvećen obavljanju neke specifične funkcije'.	
180-5	3146-3154	potrebna	A	ADJ	_	_	potreban	_	_	_	ENG30-02526925-a	2	ENG30-01462625-a;ENG30-02526925-a	U datom kontekstu, 'potrebna' se koristi u značenju da je informacija željena ili tražena od strane nadležnog organa, što odgovara značenju 'koji se želi, traži'.	
180-6	3155-3166	informacija	N	NOUN	_	_	informacija	_	_	_	ENG30-06634376-n	3	ENG30-05091527-n;ENG30-05816287-n;ENG30-06634376-n	U kontekstu rečenice, 'informacija' se odnosi na poruku koja se šalje nadležnom organu kako bi se smanjila njegova nesigurnost ili nedostatak znanja o nečemu.	
180-7	3167-3169	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	
180-8	3170-3175	nekog	PRO	DET	_	_	neki	_	_	_	_	_	_	_	
180-9	3176-3178	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	
180-10	3179-3187	partnera	N	NOUN	http://www.wikidata.org/entity/Q107143364	ROLE	partner	_	_	_	NEW_SENSE	2	ENG30-10024362-n;ENG30-10640620-n	Nijedno od ponuđenih značenja ne odgovara kontekstu. U ovom slučaju, 'partner' se odnosi na organizaciju ili instituciju sa kojom se sarađuje, a ne na osobu u ljubavnoj ili bračnoj vezi.	
180-11	3188-3189	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
180-12	3190-3202	inostranstvu	N	NOUN	_	_	inostranstvo	_	_	_	DRJ0-246005/0	1	DRJ0-246005/0	U navedenom kontekstu, 'inostranstvo' se odnosi na strane zemlje, što se poklapa sa definicijom 'strane, tuđe zemlje, inozemstvo'.	
180-13	3202-3203	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
180-14	3204-3206	on	PRO	PRON	_	_	on	_	_	_	_	_	_	_	
180-15	3207-3211	može	V	VERB	_	_	moći	_	_	_	NEW_SENSE	1	ENG30-02523221-v	Ponuđeno značenje 'Istrajati ili uspevati' ne odgovara kontekstu rečenice. U ovom kontekstu, 'može' označava mogućnost ili dozvolu da se nešto uradi, a ne istrajnost ili uspeh.	
180-16	3212-3214	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	
180-17	3215-3222	pošalje	V	VERB	_	_	poslati	_	_	_	ENG30-01951480-v	5	ENG30-01062555-v;ENG30-01088923-v;ENG30-01951480-v;ENG30-01955127-v;ENG30-02348568-v	Značenje 'uzrokovati da nešto negde ode' najbolje odgovara kontekstu rečenice, jer se zahtev za informacijom šalje nadležnom organu u inostranstvu.	
180-18	3223-3229	zahtev	N	NOUN	_	_	zahtev	_	_	_	ENG30-06513366-n	5	ENG30-05892651-n;ENG30-06513366-n;ENG30-07185325-n;ENG30-07185870-n;ENG30-09367203-n	U datom kontekstu, 'zahtev' se odnosi na zvaničnu poruku koja se šalje partneru u inostranstvu radi dobijanja informacije, što odgovara značenju 'zvanična poruka u kojoj se traži nešto što se dostavlja organu'.	
180-19	3230-3232	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	
180-20	3233-3244	informaciju	N	NOUN	_	_	informacija	_	_	_	ENG30-06634376-n	3	ENG30-05091527-n;ENG30-05816287-n;ENG30-06634376-n	U kontekstu rečenice, 'zahtev za informaciju' se odnosi na traženje poruke koja će smanjiti nesigurnost nadležnog organa u vezi sa nečim što se tiče partnera u inostranstvu.	
180-21	3244-3245	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Portal je ključni instrument strategije otvorenih podataka EU.
181-1	3245-3251	Portal	N	NOUN	_	_	portal	_	_	_	ENG30-06359657-n	1	ENG30-06359657-n	U navedenom kontekstu, 'portal' se odnosi na veb sajt koji služi kao ulazna tačka ili centralno mesto za pristup informacijama i resursima vezanim za otvorene podatke EU, što odgovara definiciji sajta koji služi kao ulaz na druge sajtove ili izvore informacija.	
181-2	3252-3254	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
181-3	3255-3262	ključni	A	ADJ	_	_	ključni	_	_	_	ENG30-01277097-a	2	ENG30-01277097-a;ENG30-02164050-a	U kontekstu rečenice, 'ključni' se koristi da označi da je portal suštinska komponenta strategije otvorenih podataka EU, što odgovara značenju 'koji predstavlja suštinsku komponentu'.	
181-4	3263-3273	instrument	N	NOUN	_	_	instrument	_	_	_	ENG30-00173761-n	2	ENG30-00173761-n;ENG30-03574816-n	U kontekstu rečenice, 'instrument' se koristi kao sredstvo za ostvarivanje strategije otvorenih podataka EU, što odgovara značenju 'sredstvo kojim se neki čin ostvaruje'.	
181-5	3274-3284	strategije	N	NOUN	_	_	strategija	_	_	_	ENG30-05905348-n	2	ENG30-05905348-n;ENG30-06249177-n	U kontekstu rečenice, 'strategija' se odnosi na razvijen i sistematski plan akcije u vezi sa otvorenim podacima EU, a ne na vojnu strategiju.	
181-6	3285-3294	otvorenih	A	ADJ	_	_	otvoren	1[829]	otvoreni podaci[829]	NID[829]	LLM-0166[3530]	1[3530]	LLM-0166[3530]	U kontekstu rečenice, 'otvoreni podaci' se odnose na informacije koje su dostupne i mogu se koristiti, što odgovara definiciji značenja LLM-0166.[3530]	
181-7	3295-3303	podataka	N	NOUN	_	_	podatak	1[829]	otvoreni podaci[829]	NID[829]	LLM-0166[3530]	1[3530]	LLM-0166[3530]	U kontekstu rečenice, 'otvoreni podaci' se odnose na informacije koje su dostupne i mogu se koristiti, što odgovara definiciji značenja LLM-0166.[3530]	
181-8	3304-3306	EU	ABB	X	http://www.wikidata.org/entity/Q458	ORG	EU	_	_	_	_	_	_	_	
181-9	3306-3307	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Sa površinom od 84 km² to je najveće prirodno jezero na Islandu.
182-1	3307-3309	Sa	PREP	ADP	_	_	sa	_	_	_	_	_	_	_	
182-2	3310-3319	površinom	N	NOUN	_	_	površina	_	_	_	ENG30-05128519-n	4	ENG30-04362025-n;ENG30-05128519-n;ENG30-05853449-n;ENG30-08660339-n	U datom kontekstu, 'površina' se odnosi na dvodimenzionalnu veličinu jezera, odnosno njegovu površinu unutar međa, što odgovara značenju 'dvodimenzionalna površina unutar međa'.	
182-3	3320-3322	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	
182-4	3323-3325	84	NUM	NUM	_	_	84	_	_	_	_	_	_	_	
182-5	3326-3329	km²	ABB	X	_	_	km²	_	_	_	_	_	_	_	
182-6	3330-3332	to	PRO	DET	_	_	taj	_	_	_	_	_	_	_	
182-7	3333-3335	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
182-8	3336-3343	najveće	A	ADJ	_	_	velik	_	_	_	ENG30-01375909-a	8	ENG30-00579622-a;ENG30-01114658-a;ENG30-01190683-a;ENG30-01278080-a;ENG30-01375909-a;ENG30-01467919-a;ENG30-01488616-a;ENG30-01510444-a	U kontekstu rečenice, 'najveće' se odnosi na površinu jezera, što znači da je iznad proseka po veličini. Značenje 'iznad proseka po veličini ili broju ili količini ili snazi ili iznosu' najbolje odgovara ovom opisu.	
182-9	3344-3352	prirodno	A	ADJ	_	_	prirodan	_	_	_	ENG30-01570892-a	1	ENG30-01570892-a	U navedenom kontekstu, 'prirodno jezero' označava jezero koje je nastalo prirodnim putem, a ne veštački, što se direktno poklapa sa definicijom značenja ENG30-01570892-a.	
182-10	3353-3359	jezero	N	NOUN	_	_	jezero	_	_	_	ENG30-09328904-n	1	ENG30-09328904-n	Definicija 'Vodena površina okružena zemljom' se savršeno uklapa u kontekst rečenice koja opisuje jezero kao najveće prirodno jezero na Islandu.	
182-11	3360-3362	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	
182-12	3363-3370	Islandu	N	PROPN	http://www.wikidata.org/entity/Q189	LOC	Island	_	_	_	_	_	_	_	
182-13	3370-3371	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=S tog položaja predložio je bratske odnose s Nueva Germanijom u Paragvaju.
183-1	3371-3372	S	PREP	ADP	_	_	S	_	_	_	_	_	_	_	
183-2	3373-3376	tog	PRO	DET	_	_	taj	_	_	_	_	_	_	_	
183-3	3377-3385	položaja	N	NOUN	_	_	položaj	_	_	_	ENG30-13945102-n	9	ENG30-03763403-n;ENG30-05079866-n;ENG30-08622586-n;ENG30-08624196-n;ENG30-08624385-n;ENG30-13925752-n;ENG30-13945102-n;ENG30-13945919-n;ENG30-13947645-n	U kontekstu rečenice, 'položaj' se odnosi na nečiju funkciju ili ulogu koja mu omogućava da predlaže određene akcije, što odgovara značenju 'onaj ko ima položaj (ko je na dužnosti) ima vlast'.	
183-4	3386-3395	predložio	V	VERB	_	_	predložiti	_	_	_	ENG30-00875394-v	7	ENG30-00708980-v;ENG30-00875394-v;ENG30-00875806-v;ENG30-00878636-v;ENG30-00879356-v;ENG30-00930806-v;ENG30-02401523-v	U kontekstu rečenice, 'predložio' znači da je izneo plan ili ideju o uspostavljanju bratskih odnosa, što odgovara značenju 'Učiniti predlog; objaviti plan za nešto'.	
183-5	3396-3398	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
183-6	3399-3406	bratske	A	ADJ	_	_	bratski	_	_	_	ENG30-00291471-a	2	ENG30-00291471-a;ENG30-02731699-a	U kontekstu rečenice, 'bratske odnose' se odnosi na odnose koji su prijateljski i bliski, kao što bi bili odnosi između braće. Značenje 'koji je kao brat ili ima osobine koje odgovaraju bratskim osobinama' najbolje odgovara ovom opisu.	
183-7	3407-3413	odnose	N	NOUN	_	_	odnos	_	_	_	ENG30-00040962-n	4	ENG30-00031921-n;ENG30-00040962-n;ENG30-13815449-n;ENG30-13928668-n	U kontekstu rečenice, 'odnosi' se odnosi na međusobne veze između Nueva Germanije i predlagača, što odgovara značenju 'međusobni odnosi ili veze među osobama ili grupama'.	
183-8	3414-3415	s	PREP	ADP	_	_	s	_	_	_	_	_	_	_	
183-9	3416-3421	Nueva	A	ADJ	http://www.wikidata.org/entity/Q928198[92]	LOC[92]	nuev	_	_	_	_	_	_	_	
183-10	3422-3432	Germanijom	N	PROPN	http://www.wikidata.org/entity/Q928198[92]	LOC[92]	Germanijom	_	_	_	_	_	_	_	
183-11	3433-3434	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
183-12	3435-3444	Paragvaju	N	PROPN	http://www.wikidata.org/entity/Q733	LOC	Paragvaj	_	_	_	_	_	_	_	
183-13	3444-3445	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=IMI ima za cilj da „postane fleksibilan alat u službi administrativne saradnje, doprinoseći poboljšanom upravljanju unutrašnjim tržištem“.
184-1	3445-3448	IMI	ABB	X	http://www.wikidata.org/entity/Q863973	PRODUCT	IMI	_	_	_	_	_	_	_	
184-2	3449-3452	ima	V	VERB	_	_	imati	1	imati za cilj	LVC.full	CVMWE-0132[3531]	1[3531]	CVMWE-0132[3531]	U navedenom kontekstu, 'imati za cilj' se koristi da označi motiv ili svrhu delovanja IMI-ja, što se poklapa sa definicijom značenja CVMWE-0132.[3531]	
184-3	3453-3455	za	PREP	ADP	_	_	za	1	*	LVC.full	CVMWE-0132[3531]	1[3531]	CVMWE-0132[3531]	U navedenom kontekstu, 'imati za cilj' se koristi da označi motiv ili svrhu delovanja IMI-ja, što se poklapa sa definicijom značenja CVMWE-0132.[3531]	
184-4	3456-3460	cilj	N	NOUN	_	_	cilj	1	*	LVC.full	CVMWE-0132[3531]	1[3531]	CVMWE-0132[3531]	U navedenom kontekstu, 'imati za cilj' se koristi da označi motiv ili svrhu delovanja IMI-ja, što se poklapa sa definicijom značenja CVMWE-0132.[3531]	
184-5	3461-3463	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	
184-6	3464-3465	„	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	
184-7	3465-3472	postane	V	VERB	_	_	postati	_	_	_	ENG30-00149583-v	5	ENG30-00094460-v;ENG30-00149583-v;ENG30-02381571-v;ENG30-02623529-v;ENG30-02626604-v	U ovom kontekstu, 'postati' znači ući u određeno stanje, odnosno stanje fleksibilnog alata. IMI teži da poprimi to stanje.	
184-8	3473-3484	fleksibilan	A	ADJ	_	_	fleksibilan	_	_	_	ENG30-01028163-a	2	ENG30-01022064-a;ENG30-01028163-a	U datom kontekstu, 'fleksibilan' se odnosi na sposobnost IMI-ja da se lako prilagodi različitim potrebama i situacijama u administrativnoj saradnji, što odgovara značenju 'sposoban da se lako prilagodi različitim uslovima'.	
184-9	3485-3489	alat	N	NOUN	_	_	alat	_	_	_	ENG30-00173761-n	3	ENG30-00173761-n;ENG30-02729965-n;ENG30-04451818-n	U datom kontekstu, "alat" se koristi kao sredstvo za postizanje cilja, odnosno administrativne saradnje i poboljšanog upravljanja unutrašnjim tržištem. To odgovara značenju "sredstvo kojim se neki čin ostvaruje".	
184-10	3490-3491	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
184-11	3492-3498	službi	N	NOUN	_	_	služba	_	_	_	ENG30-01209576-n	6	ENG30-00584891-n;ENG30-00586262-n;ENG30-01032040-n;ENG30-01033458-n;ENG30-01206986-n;ENG30-01209576-n	U datom kontekstu, 'služba' se odnosi na ulogu IMI-ja kao alata koji pruža pomoć ili podršku administrativnoj saradnji, što odgovara značenju 'čin pomoći ili podrške'.	
184-12	3499-3514	administrativne	A	ADJ	_	_	administrativan	_	_	_	ENG30-02904075-a	1	ENG30-02904075-a	Reč 'administrativne' u kontekstu 'administrativne saradnje' se odnosi na saradnju koja je povezana sa administracijom i upravljanjem, što odgovara značenju 'odnosi se na ili je odgovoran za administraciju'.	
184-13	3515-3523	saradnje	N	NOUN	_	_	saradnja	_	_	_	ENG30-01202904-n	3	ENG30-00411384-n;ENG30-00807273-n;ENG30-01202904-n	U kontekstu administrativne saradnje, reč se odnosi na zajedničku akciju ili rad između različitih administrativnih tela radi postizanja zajedničkog cilja, što odgovara značenju 'Zajednička operacija ili radnja'.	
184-14	3523-3524	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
184-15	3525-3536	doprinoseći	V	VERB	_	_	doprinositi	_	_	_	ENG30-02555908-v	3	ENG30-01027174-v;ENG30-02555908-v;ENG30-02745172-v	U kontekstu rečenice, 'doprinositi' znači biti pogodan za poboljšano upravljanje unutrašnjim tržištem, odnosno imati pozitivan uticaj na to.	
184-16	3537-3548	poboljšanom	A	ADJ	_	_	poboljšan	_	_	_	ENG30-00231103-a	2	ENG30-00231103-a;ENG30-02487108-a	U kontekstu rečenice, 'poboljšan' se odnosi na unapređenje kvaliteta upravljanja unutrašnjim tržištem, što odgovara značenju 'postati kvalitetniji ili poboljšati kvalitet nečega'.	
184-17	3549-3560	upravljanju	N	NOUN	_	_	upravljanje	_	_	_	ENG30-01124794-n	4	ENG30-00803617-n;ENG30-00830448-n;ENG30-01124794-n;ENG30-01133281-n	U kontekstu rečenice, 'upravljanje' se odnosi na sprovođenje vlasti i administrativne saradnje radi poboljšanja funkcionisanja unutrašnjeg tržišta.	
184-18	3561-3572	unutrašnjim	A	ADJ	_	_	unutrašnji	2[830]	unutrašnje tržište[830]	NID[830]	CVMWE-0473[3532]	1[3532]	CVMWE-0473[3532]	U navedenom kontekstu, 'unutrašnje tržište' se odnosi na ekonomski prostor gde se roba, kapital, usluge i radna snaga slobodno kreću, što je u skladu sa definicijom trgovinskog bloka sa uklonjenim trgovinskim barijerama i zajedničkim politikama.[3532]	
184-19	3573-3581	tržištem	N	NOUN	_	_	tržište	2[830]	unutrašnje tržište[830]	NID[830]	CVMWE-0473[3532]	1[3532]	CVMWE-0473[3532]	U navedenom kontekstu, 'unutrašnje tržište' se odnosi na ekonomski prostor gde se roba, kapital, usluge i radna snaga slobodno kreću, što je u skladu sa definicijom trgovinskog bloka sa uklonjenim trgovinskim barijerama i zajedničkim politikama.[3532]	
184-20	3581-3582	“	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	
184-21	3582-3583	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Bakterije se mogu širiti i putem krvi.
185-1	3583-3592	Bakterije	N	NOUN	_	_	bakterija	_	_	_	ENG30-01348530-n	1	ENG30-01348530-n	Definicija "Jednoćelijski ili nećelijski loptasti, spiralni ili štapičast organizam koji nema hlorofila i reprodukuje se spajanjem" se direktno odnosi na bakterije kao mikroorganizme koji se mogu širiti putem krvi.	
185-2	3593-3595	se	PAR	PART	_	_	se	1	*	IRV	CVMWE-0399[3533]	2[3533]	CVMWE-0399;ENG30-00969873-v[3533]	U kontekstu rečenice, 'širiti se' znači postajati rasprostranjeniji, odnosno prenositi se kroz krv i zauzimati veći prostor u organizmu.[3533]	
185-3	3596-3600	mogu	V	VERB	_	_	moći	_	_	_	NEW_SENSE	1	ENG30-02523221-v	Ponuđeno značenje ne odgovara kontekstu. U rečenici, 'mogu' se koristi kao pomoćni glagol koji izražava mogućnost ili verovatnoću, a ne kao glagol koji označava istrajavanje ili uspeh.	
185-4	3601-3607	širiti	V	VERB	_	_	širiti	1	širiti se	IRV	CVMWE-0399[3533]	2[3533]	CVMWE-0399;ENG30-00969873-v[3533]	U kontekstu rečenice, 'širiti se' znači postajati rasprostranjeniji, odnosno prenositi se kroz krv i zauzimati veći prostor u organizmu.[3533]	
185-5	3608-3609	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
185-6	3610-3615	putem	PREP	ADP	_	_	putem	_	_	_	_	_	_	_	
185-7	3616-3620	krvi	N	NOUN	_	_	krv	_	_	_	ENG30-05399847-n	1	ENG30-05399847-n	Značenje 'Tekućina (kod kičmenjaka je crvena) koju pumpa srce' se savršeno uklapa u kontekst rečenice, jer se bakterije mogu širiti putem te tekućine u organizmu.	
185-8	3620-3621	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Svako društvo u kom nije obezbeđena garancija prava, niti utvrđena podela vlasti, nema Ustav.
186-1	3621-3626	Svako	PRO	DET	_	_	svaki	_	_	_	_	_	_	_	
186-2	3627-3634	društvo	N	NOUN	_	_	društvo	_	_	_	ENG30-07966140-n	4	ENG30-07966140-n;ENG30-08184861-n;ENG30-08227214-n;ENG30-13782769-n	U navedenom kontekstu, 'društvo' se odnosi na veću društvenu grupu sa specifičnom kulturnom i ekonomskom organizacijom, što odgovara značenju pod ID-jem ENG30-07966140-n. Ostala značenja ne odgovaraju kontekstu rečenice.	
186-3	3635-3636	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
186-4	3637-3640	kom	PRO	DET	_	_	koji	_	_	_	_	_	_	_	
186-5	3641-3645	nije	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
186-6	3646-3656	obezbeđena	V	VERB	_	_	obezbediti	_	_	_	ENG30-02453321-v	10	ENG30-00406963-v;ENG30-00890590-v;ENG30-00891216-v;ENG30-01182709-v;ENG30-02219442-v;ENG30-02240151-v;ENG30-02349706-v;ENG30-02376289-v;ENG30-02453321-v;ENG30-02479323-v	U kontekstu rečenice, 'obezbeđena garancija prava' znači delovati tako da se ne dogodi situacija u kojoj prava nisu garantovana, odnosno, sprečiti da se to dogodi.	
186-7	3657-3666	garancija	N	NOUN	_	_	garancija	_	_	_	ENG30-06686174-n	3	ENG30-06685456-n;ENG30-06686174-n;ENG30-13353004-n	U kontekstu rečenice, 'garancija prava' se odnosi na zalog ili osiguranje da će se prava poštovati i biti zaštićena, što odgovara značenju 'zalog da će se nešto dogoditi ili da je nešto istina'.	
186-8	3667-3672	prava	N	NOUN	_	_	pravo	_	_	_	ENG30-08441203-n	4	ENG30-04850341-n;ENG30-05142180-n;ENG30-05174653-n;ENG30-08441203-n	U kontekstu rečenice, 'prava' se odnose na skup pravila i garancija koje štite pojedince i određuju podelu vlasti, što odgovara značenju 'skup pravila koja nameće autoritet'.	
186-9	3672-3673	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
186-10	3674-3678	niti	CONJ	CCONJ	_	_	niti	_	_	_	_	_	_	_	
186-11	3679-3687	utvrđena	V	VERB	_	_	utvrditi	_	_	_	ENG30-00918872-v	7	ENG30-00598954-v;ENG30-00700708-v;ENG30-00721437-v;ENG30-00918872-v;ENG30-00920336-v;ENG30-02448185-v;ENG30-02533282-v	U kontekstu podele vlasti, 'utvrditi' znači ustanoviti ili definisati je nakon razmatranja i promišljanja, što odgovara značenju 'posle računanja, istraživanja, eksperimentisanja ustanoviti nešto'.	
186-12	3688-3694	podela	N	NOUN	_	_	podela	_	_	_	ENG30-05781800-n	1	ENG30-05781800-n	U kontekstu podele vlasti, reč 'podela' se odnosi na razdvajanje vlasti u različite, međusobno isključive kategorije (npr. zakonodavna, izvršna, sudska).	
186-13	3695-3701	vlasti	N	NOUN	_	_	vlast	_	_	_	ENG30-08050678-n	5	ENG30-01128390-n;ENG30-01128655-n;ENG30-08050678-n;ENG30-09824609-n;ENG30-13953608-n	U kontekstu podele vlasti u društvu, najprikladnije značenje je organizacija koja je upravljačko telo političke jedinice, jer se Ustav odnosi na uređenje države i njenih institucija.	
186-14	3701-3702	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
186-15	3703-3707	nema	V	VERB	_	_	nemati	_	_	_	ENG30-02633714-v	1	ENG30-02633714-v	U datom kontekstu, 'nemati' znači 'ne uključivati' ili 'ne posedovati' Ustav, što se poklapa sa ponuđenim značenjem.	
186-16	3708-3713	Ustav	N	NOUN	_	_	ustav	_	_	_	ENG30-06533648-n	1	ENG30-06533648-n	Ustav se u ovom kontekstu odnosi na temeljni zakon koji definiše organizaciju i funkcionisanje vlasti u društvu.	
186-17	3713-3714	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Kod veoma starih i veoma mladih, simptomi mogu biti nejasni ili nespecifični.
187-1	3714-3717	Kod	PREP	ADP	_	_	kod	_	_	_	_	_	_	_	
187-2	3718-3723	veoma	ADV	ADV	_	_	veoma	_	_	_	ENG30-00018289-b	4	ENG30-00018289-b;ENG30-00032803-b;ENG30-00059086-b;ENG30-00089408-b	Reč 'veoma' se u datoj rečenici koristi kao pojačivač značenja reči 'starih' i 'mladih', naglašavajući njihovu starost ili mladost.	
187-3	3724-3730	starih	A	ADJ	_	_	star	_	_	_	ENG30-01643620-a	6	ENG30-00127137-a;ENG30-00820219-a;ENG30-01588419-a;ENG30-01638438-a;ENG30-01643620-a;ENG30-01728614-a	U kontekstu rečenice, 'stari' se odnosi na ljude koji su živeli dugo i nisu mladi, što se poklapa sa značenjem ID: ENG30-01643620-a.	
187-4	3731-3732	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
187-5	3733-3738	veoma	ADV	ADV	_	_	veoma	_	_	_	ENG30-00018289-b	4	ENG30-00018289-b;ENG30-00032803-b;ENG30-00059086-b;ENG30-00089408-b	Reč 'veoma' se u datoj rečenici koristi kao pojačivač značenja reči 'starih' i 'mladih', naglašavajući njihov visok stepen starosti odnosno mladosti.	
187-6	3739-3745	mladih	A	ADJ	_	_	mlad	_	_	_	ENG30-01674464-a	2	ENG30-00818008-a;ENG30-01674464-a	U datom kontekstu, reč 'mladih' se odnosi na ljude koji su u ranom stadijumu života, što odgovara značenju 'koristi se za ljude i živa bića, koji su u ranom stadijumu života ili razvoja i rasta'.	
187-7	3745-3746	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
187-8	3747-3755	simptomi	N	NOUN	_	_	simptom	_	_	_	ENG30-14299637-n	2	ENG30-14299637-n;ENG30-14301785-n	S obzirom da se simptomi opisuju kao nešto što pacijent doživljava, a povezano je sa bolešću, ovo značenje je najprikladnije.	
187-9	3756-3760	mogu	V	VERB	_	_	moći	_	_	_	NEW_SENSE	1	ENG30-02523221-v	Ponuđeno značenje ne odgovara kontekstu. U rečenici, 'mogu' se koristi u značenju 'imati mogućnost, verovatnoća da se nešto desi', što nije obuhvaćeno ponuđenim značenjem.	
187-10	3761-3765	biti	V	AUX	_	_	biti	_	_	_	_	_	_	_	
187-11	3766-3773	nejasni	A	ADJ	_	_	nejasan	_	_	_	ENG30-00782216-a	4	ENG30-00702245-a;ENG30-00781974-a;ENG30-00782216-a;ENG30-01980557-a	U kontekstu simptoma, 'nejasan' znači da simptomi nisu jasni ili lako prepoznatljivi, što odgovara značenju 'bez jasnoće ili razlikovanja'.	
187-12	3774-3777	ili	CONJ	CCONJ	_	_	ili	_	_	_	_	_	_	_	
