#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Ainotes


#Text=Ipak, nastavio je da radi na esperantu sve dok nije umro od srčanog udara 1921. godine.
509-14	719-731	predsednikom	N	NOUN	http://www.wikidata.org/entity/Q30461	ROLE	predsednik	_	_	_	ENG30-10467179-n	6	ENG30-00597265-n;ENG30-10467179-n;ENG30-10467395-n;ENG30-10468559-n;ENG30-10468962-n;ENG30-10631309-n	U ovom kontekstu, 'predsednik' se odnosi na glavnog šefa republike, jer je Džeferson Dejvis bio predsednik Konfederativnih Država Amerike, što je odgovarajuće ovom značenju.	
509-15	732-743	Džefersonom	N	PROPN	http://www.wikidata.org/entity/Q162269[191]	PERS[191]	Džeferson	_	_	_	_	_	_	_	
509-16	744-752	Dejvisom	N	PROPN	http://www.wikidata.org/entity/Q162269[191]	PERS[191]	Dejvis	_	_	_	_	_	_	_	
509-17	753-754	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
509-18	755-761	drugim	A	ADJ	_	_	drugi	_	_	_	ENG30-00048858-a	4	ENG30-00048858-a;ENG30-02070030-a;ENG30-02070188-a;ENG30-02202146-a	U ovom kontekstu, 'drugim' označava dodatne generale i zvaničnike, pored već pomenutog predsednika, što odgovara značenju 'dalje ili dodato'.	
509-19	762-769	visokim	A	ADJ	_	_	visok	_	_	_	ENG30-02339120-a	6	ENG30-01204557-a;ENG30-01210854-a;ENG30-01213197-a;ENG30-01375909-a;ENG30-02339120-a;ENG30-02385726-a	U ovom kontekstu, 'visoki' se odnosi na generale i zvaničnike koji imaju visok položaj ili rang u hijerarhiji, a ne na njihovu fizičku visinu.	
509-20	770-780	generalima	N	NOUN	http://www.wikidata.org/entity/Q83460	ROLE	general	_	_	_	ENG30-10125786-n	1	ENG30-10125786-n	U ovom kontekstu, 'generali' se odnosi na visoke oficire u vojsci Konfederacije, što odgovara značenju oficira sa činom iznad pukovničkog.	
509-21	781-782	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
509-22	783-795	zvaničnicima	N	NOUN	http://www.wikidata.org/entity/Q599151	ROLE	zvaničnik	_	_	_	ENG30-10372076-n	1	ENG30-10372076-n	U ovom kontekstu, 'zvaničnici' se odnosi na osobe koje imaju službenu funkciju u vladi ili vojsci, a ne na nekoga ko upravlja pravilima igre ili sporta, pa nijedno ponuđeno značenje nije odgovarajuće.	
509-23	795-796	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Timovi su organizovani na principima Fudbala za prijateljstvo: u istom timu igraju sportisti različitih nacionalnosti, pola i fizičkih sposobnosti.
510-1	796-802	Timovi	N	NOUN	_	_	tim	_	_	_	ENG30-08208560-n	2	ENG30-08208560-n;ENG30-08264897-n	U ovom kontekstu, 'tim' označava skupinu sportista koji sarađuju u okviru sportskog takmičenja, što najpreciznije odgovara značenju 'skupina koja sarađuje'.	
510-2	803-805	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
510-3	806-818	organizovani	V	VERB	_	_	organizovati	_	_	_	ENG30-01651444-v	5	ENG30-00404642-v;ENG30-00710005-v;ENG30-01651444-v;ENG30-02432530-v;ENG30-02448185-v	U ovom kontekstu, 'organizovani' znači da su timovi formirani sistematskim planiranjem i ujedinjenim naporom prema određenim principima, što najpreciznije odgovara ovom značenju.	
510-4	819-821	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	
510-5	822-832	principima	N	NOUN	_	_	princip	_	_	_	ENG30-05872477-n	5	ENG30-05667613-n;ENG30-05793210-n;ENG30-05872477-n;ENG30-05874232-n;ENG30-05913538-n	U ovom kontekstu, 'principi' se odnose na osnovna pravila ili načela na kojima se zasniva organizacija timova, što je u skladu sa ovim značenjem.	
510-6	833-840	Fudbala	N	NOUN	http://www.wikidata.org/entity/Q19960532[192]	EVENT[192]	fudbal	_	_	_	ENG30-00468480-n	2	ENG30-00468480-n;ENG30-00478262-n	U ovom kontekstu, 'fudbal' se koristi kao opšti koncept igre sa loptom i principa timske igre, a ne kao konkretna utakmica sa tačno 11 igrača po timu.	
510-7	841-843	za	PREP	ADP	http://www.wikidata.org/entity/Q19960532[192]	EVENT[192]	za	_	_	_	_	_	_	_	
510-8	844-857	prijateljstvo	N	NOUN	http://www.wikidata.org/entity/Q19960532[192]	EVENT[192]	prijateljstvo	_	_	_	ENG30-04654998-n	2	ENG30-04654998-n;ENG30-13931145-n	U ovom kontekstu, 'prijateljstvo' se odnosi na principe topline, druželjubivosti i inkluzije među članovima tima, a ne nužno na stanje ličnog prijateljstva između pojedinaca.	
510-9	857-858	:	PUNCT	PUNCT	_	_	:	_	_	_	_	_	_	_	
510-10	859-860	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
510-11	861-866	istom	A	ADJ	_	_	isti	_	_	_	ENG30-01410606-a	4	ENG30-01410606-a;ENG30-01411065-a;ENG30-02062670-a;ENG30-02068476-a	Ovde 'isti' označava da se sportisti različitih karakteristika nalaze u jednom, zajedničkom timu, tj. u timu sa istim identitetom, a ne da su oni međusobno isti, pa je značenje 'ima iste ili slične karakteristike' najprikladnije jer se odnosi na pripadnost istom timu.	
510-12	867-871	timu	N	NOUN	_	_	tim	_	_	_	ENG30-08208560-n	2	ENG30-08208560-n;ENG30-08264897-n	U ovom kontekstu, 'tim' označava stalnu skupinu sportista koji sarađuju u okviru sportskog takmičenja, što najpreciznije odgovara značenju 'skupina koja sarađuje'.	
510-13	872-878	igraju	V	VERB	_	_	igrati	_	_	_	ENG30-01072949-v	13	ENG30-01072949-v;ENG30-01079480-v;ENG30-01080064-v;ENG30-01080691-v;ENG30-01138911-v;ENG30-01149470-v;ENG30-01156115-v;ENG30-01708676-v;ENG30-01716882-v;ENG30-01719302-v;ENG30-01722077-v;ENG30-02099075-v;ENG30-02631349-v	U ovom kontekstu, 'igrati' znači učestvovati u igri ili sportu, što se odnosi na sportiste koji zajedno učestvuju u fudbalskoj utakmici.	
510-14	879-888	sportisti	N	NOUN	http://www.wikidata.org/entity/Q2066131	ROLE	sportista	_	_	_	ENG30-09820263-n	1	ENG30-09820263-n	U ovom kontekstu, 'sportisti' se odnosi na osobe koje se bave sportom i učestvuju u sportskim takmičenjima, što odgovara ponuđenom značenju.	
510-15	889-899	različitih	A	ADJ	_	_	različit	_	_	_	ENG30-02064745-a	7	ENG30-00494409-a;ENG30-02064745-a;ENG30-02065665-a;ENG30-02067719-a;ENG30-02070342-a;ENG30-02110778-a;ENG30-02507772-a	U ovom kontekstu, 'različitih' se odnosi na sportiste koji se međusobno razlikuju po nacionalnosti, polu i fizičkim sposobnostima, tj. nisu nalik po prirodi ili karakteristikama, što najpreciznije odgovara ovom značenju.	
510-16	900-913	nacionalnosti	N	NOUN	_	_	nacionalnost	_	_	_	ENG30-07949463-n	1	ENG30-07949463-n	U ovom kontekstu, 'nacionalnost' se odnosi na pripadnost sportista različitim nacijama, što je u skladu sa datim značenjem o pripadanju naciji po rođenju ili naturalizacijom.	
510-17	913-914	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
510-18	915-919	pola	N	NOUN	_	_	pol	_	_	_	ENG30-07999291-n	3	ENG30-05006898-n;ENG30-07999291-n;ENG30-08620881-n	U ovom kontekstu, 'pol' se odnosi na kategorije muško i žensko, odnosno na to da u timu igraju sportisti oba pola, što odgovara značenju 'bilo koja od dve kategorije (muškarci ili žene) na koje je podeljena većina organizama'.	
510-19	920-921	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
510-20	922-930	fizičkih	A	ADJ	_	_	fizički	_	_	_	ENG30-00627004-a	6	ENG30-00627004-a;ENG30-00627204-a;ENG30-00629997-a;ENG30-01574259-a;ENG30-02557023-a;ENG30-02779774-a	U ovom kontekstu, 'fizičkih sposobnosti' se odnosi na telesne, odnosno fizičke karakteristike i mogućnosti sportista, što odgovara značenju 'ima građu ili materijalno postojanje; može se osetiti čulima'.	
510-21	931-942	sposobnosti	N	NOUN	_	_	sposobnost	_	_	_	ENG30-05153520-n	5	ENG30-05153520-n;ENG30-05190804-n;ENG30-05200169-n;ENG30-05202497-n;ENG30-05643190-n	U ovom kontekstu, 'sposobnosti' se odnosi na fizičke karakteristike i kapacitete sportista, što najpreciznije odgovara značenju kvaliteta adekvatne ili dobre fizičke i intelektualne sposobnosti.	
510-22	942-943	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Mađarska delegacija potpisala je sporazum uz negodovanje 4. juna 1920. u palati Veliki Trijanon, u Versaju u Francuskoj.
511-1	943-951	Mađarska	A	ADJ	_	_	mađarski	_	_	_	ENG30-02961505-a	1	ENG30-02961505-a	U ovom kontekstu, 'mađarska' delegacija označava delegaciju koja se tiče ili je karakteristična za Mađarsku, što odgovara ponuđenom značenju.	
511-2	952-962	delegacija	N	NOUN	_	_	delegacija	_	_	_	ENG30-08402442-n	2	ENG30-01140839-n;ENG30-08402442-n	U ovom kontekstu, 'delegacija' se odnosi na grupu predstavnika Mađarske koji su potpisali sporazum, što odgovara značenju 'grupa predstavnika ili delegata'.	
511-3	963-972	potpisala	V	VERB	_	_	potpisati	_	_	_	ENG30-00888786-v	5	ENG30-00888786-v;ENG30-00889229-v;ENG30-00996485-v;ENG30-02409941-v;ENG30-02464866-v	U ovom kontekstu, 'potpisati' znači formalno sklopiti sporazum (ugovor), što se odnosi na čin zaključivanja međunarodnog sporazuma potpisom delegacije.	
511-4	973-975	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
511-5	976-984	sporazum	N	NOUN	_	_	sporazum	_	_	_	ENG30-06773434-n	5	ENG30-05794057-n;ENG30-06770275-n;ENG30-06773434-n;ENG30-06773684-n;ENG30-07176804-n	U kontekstu se govori o potpisivanju sporazuma između država (Mađarske i drugih sila) u Versaju, što odgovara značenju 'pismeni sporazum između suverenih država'.	
511-6	985-987	uz	PREP	ADP	_	_	uz	_	_	_	_	_	_	_	
511-7	988-999	negodovanje	N	NOUN	_	_	negodovanje	_	_	_	RSSJ-29115/0	1	RSSJ-29115/0	U ovom kontekstu, 'negodovanje' označava nezadovoljstvo i otpor mađarske delegacije prilikom potpisivanja sporazuma, što se precizno poklapa sa ponuđenim značenjem.	
511-8	1000-1002	4.	A	ADJ	_	_	4.	_	_	_	_	_	_	_	
511-9	1003-1007	juna	N	NOUN	_	_	jun	_	_	_	ENG30-15211806-n	1	ENG30-15211806-n	U ovom kontekstu, 'juna' označava šesti mesec u godini, što odgovara značenju meseca između maja i jula.	
511-10	1008-1013	1920.	A	ADJ	_	_	1920.	_	_	_	_	_	_	_	
511-11	1014-1015	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
511-12	1016-1022	palati	N	NOUN	_	_	palata	_	_	_	ENG30-03719053-n	3	ENG30-02980441-n;ENG30-03719053-n;ENG30-03878066-n	U ovom kontekstu, 'palata' se odnosi na Veliki Trijanon, koji je velika i impozantna kuća u Versaju, što najpreciznije odgovara ovom značenju.	
511-13	1023-1029	Veliki	A	ADJ	http://www.wikidata.org/entity/Q8049[193]	LOC[193]	velik	_	_	_	ENG30-00579622-a	8	ENG30-00579622-a;ENG30-01114658-a;ENG30-01190683-a;ENG30-01278080-a;ENG30-01375909-a;ENG30-01467919-a;ENG30-01488616-a;ENG30-01510444-a	U ovom kontekstu, 'Veliki' u nazivu palate 'Veliki Trijanon' označava njenu upadljivost ili značaj u odnosu na druge palate, što odgovara značenju 'upadljiv po položaju ili značaju'.	
511-14	1030-1038	Trijanon	N	PROPN	http://www.wikidata.org/entity/Q8049[193]	LOC[193]	Trijanon	_	_	_	_	_	_	_	
511-15	1038-1039	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
511-16	1040-1041	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
511-17	1042-1049	Versaju	N	PROPN	http://www.wikidata.org/entity/Q621	LOC	Versaj	_	_	_	_	_	_	_	
511-18	1050-1051	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
511-19	1052-1062	Francuskoj	N	PROPN	http://www.wikidata.org/entity/Q142	LOC	Francuska	_	_	_	_	_	_	_	
511-20	1062-1063	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Prva žena koja je stigla na vrh bila je Mari Paradi 1808.
512-1	1063-1067	Prva	A	ADJ	_	_	prvi	_	_	_	ENG30-01010862-a	6	ENG30-00228294-a;ENG30-01009206-a;ENG30-01009343-a;ENG30-01010862-a;ENG30-01012855-a;ENG30-01467919-a	U ovom kontekstu, 'prva' označava osobu koja je pre svih ostalih žena stigla na vrh, što odgovara značenju 'pre svih ostalih u vremenu, prostoru ili stepenu'.	
512-2	1068-1072	žena	N	NOUN	_	_	žena	_	_	_	ENG30-10787470-n	3	ENG30-09619168-n;ENG30-10787470-n;ENG30-10788852-n	U ovom kontekstu, 'žena' označava odraslu žensku osobu, bez nagoveštaja na ulogu supruge ili partnerke, niti na biološke karakteristike.	
512-3	1073-1077	koja	PRO	DET	_	_	koji	_	_	_	_	_	_	_	
512-4	1078-1080	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
512-5	1081-1087	stigla	V	VERB	_	_	stignuti	_	_	_	ENG30-02005948-v	2	ENG30-02005948-v;ENG30-02006573-v	U ovom kontekstu, 'stigla' znači da je Mari Paradi dostigla određenu destinaciju, odnosno vrh, što odgovara značenju 'dostignuti destinaciju; doći kretanjem ili napredovanjem'.	
512-6	1088-1090	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	
512-7	1091-1094	vrh	N	NOUN	_	_	vrh	_	_	_	ENG30-08617963-n	9	ENG30-06822034-n;ENG30-08584787-n;ENG30-08617963-n;ENG30-08663156-n;ENG30-08663354-n;ENG30-08663860-n;ENG30-08664184-n;ENG30-13902482-n;ENG30-13940456-n	U ovom kontekstu, 'vrh' se odnosi na najvišu tačku planine ili uzvišenja, jer se govori o prvoj ženi koja je stigla na vrh, što implicira planinski vrh.	
512-8	1095-1099	bila	V	AUX	_	_	biti	_	_	_	_	_	_	_	
512-9	1100-1102	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
512-10	1103-1107	Mari	N	PROPN	http://www.wikidata.org/entity/Q534010[194]	PERS[194]	Mari	_	_	_	_	_	_	_	
512-11	1108-1114	Paradi	N	PROPN	http://www.wikidata.org/entity/Q534010[194]	PERS[194]	Paradi	_	_	_	_	_	_	_	
512-12	1115-1120	1808.	A	ADJ	_	_	1808.	_	_	_	_	_	_	_	

#Text=Godinu dana kasnije Votsonova je ponovo glumila Hermionu u filmu Hari Poter i Dvorana tajni, u drugom delu serije.
513-1	1120-1126	Godinu	N	NOUN	_	_	godina	_	_	_	ENG30-15203791-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	U ovom kontekstu, 'godinu' označava vremenski period od 365 (ili 366) dana koji je protekao između dva događaja, što najpreciznije odgovara ovom značenju.	
513-2	1127-1131	dana	N	NOUN	_	_	dan	_	_	_	ENG30-15123115-n	8	ENG30-14484516-n;ENG30-15123115-n;ENG30-15136453-n;ENG30-15155220-n;ENG30-15157041-n;ENG30-15157225-n;ENG30-15164957-n;ENG30-15208540-n	U ovom kontekstu, 'godinu dana' označava vremenski period, odnosno proteklo vreme između dva događaja, što odgovara značenju 'neka tačka u vremenu ili vremenski period'.	
513-3	1132-1139	kasnije	ADV	ADV	_	_	kasnije	_	_	_	ENG30-00061203-b	2	ENG30-00061203-b;ENG30-00155488-b	U ovom kontekstu, 'kasnije' označava da se nešto dogodilo nakon prethodno pomenutog događaja, tj. godinu dana nakon prvog filma, što odgovara značenju 'događa se u vreme koje sledi nakon referentnog vremena'.	
513-4	1140-1149	Votsonova	A	ADJ	http://www.wikidata.org/entity/Q39476	PERS	Votsonov	_	_	_	CVDf-394/0	1	CVDf-394/0	U ovom kontekstu, 'Votsonova' je prisvojni pridev koji označava da se radi o osobi po imenu Votson, odnosno o glumici Emini Votson, što odgovara ponuđenom značenju.	
513-5	1150-1152	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
513-6	1153-1159	ponovo	ADV	ADV	_	_	ponovo	_	_	_	ENG30-00040365-b	1	ENG30-00040365-b	U ovom kontekstu, 'ponovo' znači da je Votsonova još jednom, odnosno nanovo, igrala istu ulogu Hermionu, što odgovara značenju 'nanovo'.	
513-7	1160-1167	glumila	V	VERB	_	_	glumiti	_	_	_	ENG30-01719302-v	7	ENG30-00013615-v;ENG30-01080691-v;ENG30-01719302-v;ENG30-01719921-v;ENG30-01721556-v;ENG30-01722077-v;ENG30-02631349-v	U ovom kontekstu, 'glumiti' znači igrati rolu ili ulogu, jer se odnosi na to da je Votsonova tumačila lik Hermionu u filmu.	
513-8	1168-1176	Hermionu	N	PROPN	http://www.wikidata.org/entity/Q174009	PERS	Hermiona	_	_	_	_	_	_	_	
513-9	1177-1178	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
513-10	1179-1184	filmu	N	NOUN	_	_	film	_	_	_	ENG30-06613686-n	3	ENG30-03338821-n;ENG30-06262567-n;ENG30-06613686-n	U ovom kontekstu, 'film' se odnosi na oblik zabave koji prikazuje priču kroz pokretne slike, što je najpreciznije opisano ovim značenjem.	
513-11	1185-1189	Hari	N	PROPN	http://www.wikidata.org/entity/Q102244[195]	WORK[195]	Hari	_	_	_	_	_	_	_	
513-12	1190-1195	Poter	N	PROPN	http://www.wikidata.org/entity/Q102244[195]	WORK[195]	Poter	_	_	_	_	_	_	_	
513-13	1196-1197	i	CONJ	CCONJ	http://www.wikidata.org/entity/Q102244[195]	WORK[195]	i	_	_	_	_	_	_	_	
513-14	1198-1205	Dvorana	N	PROPN	http://www.wikidata.org/entity/Q102244[195]	WORK[195]	dvorana	_	_	_	_	_	_	_	
513-15	1206-1211	tajni	N	NOUN	http://www.wikidata.org/entity/Q102244[195]	WORK[195]	tajna	_	_	_	ENG30-05685538-n	3	ENG30-05685538-n;ENG30-06672953-n;ENG30-06673142-n	U ovom kontekstu, 'Dvorana tajni' se odnosi na misteriozno mesto koje zbunjuje i nije objašnjeno, što odgovara značenju nečega što zbunjuje razumevanje i ne može se objasniti.	
513-16	1211-1212	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
513-17	1213-1214	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
513-18	1215-1221	drugom	A	ADJ	_	_	drugi	_	_	_	ENG30-02202146-a	4	ENG30-00048858-a;ENG30-02070030-a;ENG30-02070188-a;ENG30-02202146-a	U ovom kontekstu, 'drugi' označava deo serije koji dolazi odmah posle prvog, odnosno drugi po redu film u serijalu.	
513-19	1222-1226	delu	N	NOUN	_	_	deo	_	_	_	ENG30-05867413-n	7	ENG30-01085098-n;ENG30-03892891-n;ENG30-05867413-n;ENG30-05868954-n;ENG30-08548733-n;ENG30-09385911-n;ENG30-13289159-n	U ovom kontekstu, 'deo' se odnosi na drugi film u seriji, odnosno na jednu od celina na koje je serija podeljena, što odgovara značenju 'jedan od delova u koje je nešto podeljeno i koji zajedno čine celinu'.	
513-20	1227-1233	serije	N	NOUN	_	_	serija	_	_	_	ENG30-06621447-n	2	ENG30-06621447-n;ENG30-08457976-n	U ovom kontekstu, 'serija' se odnosi na skup filmova o Hariju Poteru koji su povezani i prikazuju se kao nastavci, što odgovara značenju serijskog skupa programa.	
513-21	1233-1234	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Naglasak uvek pada na poslednji slog reči.
514-1	1234-1242	Naglasak	N	NOUN	_	_	naglasak	_	_	_	ENG30-07131511-n	2	ENG30-07131511-n;ENG30-14434866-n	U ovom kontekstu 'naglasak' se odnosi na fonetski akcenat, odnosno na to na koji slog u reči pada glasovno isticanje, što je poseban način oralnog izražavanja.	
514-2	1243-1247	uvek	ADV	ADV	_	_	uvek	_	_	_	ENG30-00019339-b	4	ENG30-00019339-b;ENG30-00019806-b;ENG30-00087542-b;ENG30-00146387-b	U ovom kontekstu, 'uvek' znači da naglasak pada na poslednji slog reči u svakom slučaju, bez izuzetka, što odgovara značenju 'u svakom trenutku; sve vreme i u svakoj prilici'.	
514-3	1248-1252	pada	V	VERB	_	_	padati	_	_	_	ENG30-00432839-v	7	ENG30-00432839-v;ENG30-01972298-v;ENG30-01976841-v;ENG30-01985923-v;ENG30-02304507-v;ENG30-02385153-v;ENG30-02756821-v	U ovom kontekstu, 'padati' se koristi u prenesenom značenju da označi na šta se 'naglasak' upadljivo postavlja ili sručuje, što odgovara značenju 'iznenada se sručiti; upadljivo opadati'.	
514-4	1253-1255	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	
514-5	1256-1265	poslednji	A	ADJ	_	_	poslednji	_	_	_	ENG30-01013279-a	5	ENG30-00004296-a;ENG30-00819235-a;ENG30-01010025-a;ENG30-01013279-a;ENG30-01579128-a	U ovom kontekstu, 'poslednji' označava slog koji dolazi posle svih ostalih u reči, tj. na kraju reči, što odgovara ovom značenju.	
514-6	1266-1270	slog	N	NOUN	_	_	slog	_	_	_	ENG30-06304671-n	2	ENG30-04504486-n;ENG30-06304671-n	U ovom kontekstu, 'slog' se odnosi na jedinicu govornog jezika na koju može pasti naglasak, što odgovara značenju jedinice veće od foneme.	
514-7	1271-1275	reči	N	NOUN	_	_	reč	_	_	_	ENG30-06286395-n	6	ENG30-06283764-n;ENG30-06286395-n;ENG30-06738162-n;ENG30-07226841-n;ENG30-13627327-n;ENG30-14485526-n	U ovom kontekstu, 'reč' se odnosi na jedinicu jezika (reč) na koju može da padne naglasak, što odgovara definiciji jedinice jezika koju govornik može da identifikuje.	
514-8	1275-1276	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Atmosferski pritisak je oko 1/1000 pritiska na nivou mora.
515-1	1276-1287	Atmosferski	A	ADJ	_	_	atmosferski	1[997]	atmosferski pritisak[997]	NID[997]	ENG30-11429458-n[2006]	1[2006]	ENG30-11429458-n[2006]	U ovom kontekstu, 'atmosferski pritisak' se odnosi na pritisak koji ostvaruje atmosfera, što je u skladu sa ponuđenim značenjem.[2006]	
515-2	1288-1296	pritisak	N	NOUN	_	_	pritisak	1[997]	atmosferski pritisak[997]	NID[997]	ENG30-11429458-n[2006]	1[2006]	ENG30-11429458-n[2006]	U ovom kontekstu, 'atmosferski pritisak' se odnosi na pritisak koji ostvaruje atmosfera, što je u skladu sa ponuđenim značenjem.[2006]	
515-3	1297-1299	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
515-4	1300-1303	oko	ADV	ADV	_	_	oko	_	_	_	ENG30-00007015-b	1	ENG30-00007015-b	U ovom kontekstu, 'oko' označava približnu vrednost atmosferskog pritiska, što odgovara značenju neprecizne, ali prilično blizu tačne količine.	
515-5	1304-1310	1/1000	NUM	NUM	_	_	1/1000	_	_	_	_	_	_	_	
515-6	1311-1319	pritiska	N	NOUN	_	_	pritisak	_	_	_	ENG30-11495041-n	4	ENG30-00750730-n;ENG30-01214746-n;ENG30-11495041-n;ENG30-14477076-n	U ovom kontekstu, 'pritisak' se odnosi na fizičku veličinu koja predstavlja silu na jedinicu površine, što je tačno značenje iz definicije pod ovim ID-jem.	
515-7	1320-1322	na	PREP	ADP	_	_	na	2[998]	na nivou mora[998]	AdvID[998]	CVMWE-0213[2007]	1[2007]	CVMWE-0213[2007]	U ovom kontekstu, 'na nivou mora' se odnosi na poređenje atmosferskog pritiska sa pritiskom koji postoji na srednjem nivou površine mora, što je standardna referentna tačka za merenje visine i pritiska.[2007]	
515-8	1323-1328	nivou	N	NOUN	_	_	nivo	2[998]	na nivou mora[998]	AdvID[998]	CVMWE-0213[2007]	1[2007]	CVMWE-0213[2007]	U ovom kontekstu, 'na nivou mora' se odnosi na poređenje atmosferskog pritiska sa pritiskom koji postoji na srednjem nivou površine mora, što je standardna referentna tačka za merenje visine i pritiska.[2007]	
515-9	1329-1333	mora	N	NOUN	_	_	more	2[998]	na nivou mora[998]	AdvID[998]	CVMWE-0213[2007]	1[2007]	CVMWE-0213[2007]	U ovom kontekstu, 'na nivou mora' se odnosi na poređenje atmosferskog pritiska sa pritiskom koji postoji na srednjem nivou površine mora, što je standardna referentna tačka za merenje visine i pritiska.[2007]	
515-10	1333-1334	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Bitka je borba u ratu između dve ili više oružanih snaga ili između boraca.
516-1	1334-1339	Bitka	N	NOUN	_	_	bitka	_	_	_	ENG30-00953559-n	3	ENG30-00953559-n;ENG30-00958896-n;ENG30-01170962-n	U kontekstu se jasno navodi da je bitka borba u ratu između oružanih snaga ili boraca, što najpreciznije odgovara značenju 'neprijateljski susret suprotstavljenih vojnih snaga u toku rata'.	
516-2	1340-1342	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
516-3	1343-1348	borba	N	NOUN	_	_	borba	_	_	_	ENG30-00953559-n	7	ENG30-00446493-n;ENG30-00622068-n;ENG30-00788973-n;ENG30-00953559-n;ENG30-00958896-n;ENG30-01170962-n;ENG30-04837425-n	U ovom kontekstu, 'borba' se odnosi na neprijateljski susret vojnih snaga tokom rata, što najpreciznije odgovara ovom značenju.	
516-4	1349-1350	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
516-5	1351-1355	ratu	N	NOUN	_	_	rat	_	_	_	ENG30-00973077-n	3	ENG30-00973077-n;ENG30-01236296-n;ENG30-13981403-n	U ovom kontekstu, 'rat' se odnosi na oružani sukob između neprijateljskih strana, što je najpreciznije opisano prvim značenjem.	
516-6	1356-1362	između	PREP	ADP	_	_	između	_	_	_	_	_	_	_	
516-7	1363-1366	dve	NUM	NUM	_	_	dva	_	_	_	_	_	_	_	
516-8	1367-1370	ili	CONJ	CCONJ	_	_	ili	_	_	_	_	_	_	_	
516-9	1371-1375	više	ADV	ADV	_	_	više	_	_	_	ENG30-00099712-b	1	ENG30-00099712-b	U ovom kontekstu, 'više' označava komparativ od 'mnogo', odnosno upućuje na broj oružanih snaga koji je veći od dva, što odgovara značenju 'u većoj meri ili stepenu'.	
516-10	1376-1384	oružanih	A	ADJ	_	_	oružan	1[999]	oružane snage[999]	NID[999]	ENG30-08199025-n[2008]	1[2008]	ENG30-08199025-n[2008]	U ovom kontekstu, 'oružane snage' se odnosi na vojne snage koje učestvuju u bitci, što odgovara ponuđenom značenju.[2008]	
516-11	1385-1390	snaga	N	NOUN	_	_	snaga	1[999]	oružane snage[999]	NID[999]	ENG30-08199025-n[2008]	1[2008]	ENG30-08199025-n[2008]	U ovom kontekstu, 'oružane snage' se odnosi na vojne snage koje učestvuju u bitci, što odgovara ponuđenom značenju.[2008]	
